DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,94.51,90.96,96.74,STATEN ISLAND,31,2021-06-02
31R066,THE RICHMOND PRE K CENTER,79.08,72.42,82.17,STATEN ISLAND,31,2021-06-02
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,91.46,91.12,91.63,STATEN ISLAND,31,2021-06-02
31R069,P.S. 069 DANIEL D. TOMPKINS,95.55,96.01,95.15,STATEN ISLAND,31,2021-06-02
31R072,I.S. 072 ROCCO LAURIE,INC,,,STATEN ISLAND,31,2021-06-02
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,82.05,81.0,84.04,STATEN ISLAND,31,2021-06-02
31R075,I.S. 075 FRANK D. PAULO,96.01,96.37,95.03,STATEN ISLAND,31,2021-06-02
31R078,P.S. 78,82.28,77.88,89.13,STATEN ISLAND,31,2021-06-02
31R080,THE MICHAEL J. PETRIDES SCHOOL,79.12,71.97,92.29,STATEN ISLAND,31,2021-06-02
31R440,NEW DORP HIGH SCHOOL,84.89,85.72,75.59,STATEN ISLAND,31,2021-06-02
31R445,PORT RICHMOND HIGH SCHOOL,71.98,73.96,51.51,STATEN ISLAND,31,2021-06-02
31R450,CURTIS HIGH SCHOOL,INC,,,STATEN ISLAND,31,2021-06-02
31R455,TOTTENVILLE HIGH SCHOOL,88.07,88.62,66.3,STATEN ISLAND,31,2021-06-02
31R460,SUSAN E. WAGNER HIGH SCHOOL,84.71,87.02,53.91,STATEN ISLAND,31,2021-06-02
31R470,CONCORD HIGH SCHOOL,49.33,48.99,100.0,STATEN ISLAND,31,2021-06-02
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,65.84,66.09,62.9,STATEN ISLAND,31,2021-06-02
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,96.92,96.27,99.04,STATEN ISLAND,31,2021-06-02
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,89.69,88.64,94.7,STATEN ISLAND,31,2021-06-02
32K045,P.S. I.S. 045 HORACE E. GREENE,92.32,93.71,89.69,BROOKLYN,32,2021-06-02
32K075,P.S. 075 MAYDA CORTIELLA,91.33,92.66,89.42,BROOKLYN,32,2021-06-02
32K086,P.S. 086 THE IRVINGTON,93.82,91.66,96.29,BROOKLYN,32,2021-06-02
32K106,P.S. 106 EDWARD EVERETT HALE,89.83,88.05,92.96,BROOKLYN,32,2021-06-02
32K116,P.S. 116 ELIZABETH L FARRELL,93.42,95.48,92.24,BROOKLYN,32,2021-06-02
32K123,P.S. 123 SUYDAM,90.9,91.42,89.89,BROOKLYN,32,2021-06-02
32K145,P.S. 145 ANDREW JACKSON,91.84,91.51,92.12,BROOKLYN,32,2021-06-02
32K151,P.S. 151 LYNDON B. JOHNSON,98.42,100.0,97.47,BROOKLYN,32,2021-06-02
32K162,J.H.S. 162 THE WILLOUGHBY,95,94.28,96.15,BROOKLYN,32,2021-06-02
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,90.51,89.36,100.0,BROOKLYN,32,2021-06-02
32K274,P.S. 274 KOSCIUSKO,93.31,90.77,96.42,BROOKLYN,32,2021-06-02
32K291,J.H.S. 291 ROLAND HAYES,89.71,85.81,93.06,BROOKLYN,32,2021-06-02
32K299,P.S. 299 THOMAS WARREN FIELD,94.3,97.75,91.34,BROOKLYN,32,2021-06-02
32K347,I.S. 347 SCHOOL OF HUMANITIES,92.42,91.37,93.24,BROOKLYN,32,2021-06-02
32K349,"I.S. 349 MATH, SCIENCE TECH.",92.52,91.8,93.87,BROOKLYN,32,2021-06-02
32K376,P.S. 376,95.3,97.6,93.46,BROOKLYN,32,2021-06-02
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,89.79,88.31,91.42,BROOKLYN,32,2021-06-02
32K383,J.H.S. 383 PHILIPPA SCHUYLER,92,92.91,90.78,BROOKLYN,32,2021-06-02
32K384,P.S. I.S. 384 FRANCES E. CARTER,87.43,88.48,82.35,BROOKLYN,32,2021-06-02
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,75.1,75.1,,BROOKLYN,32,2021-06-02
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE BUSHWICK,69.49,69.82,66.66,BROOKLYN,32,2021-06-02
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,76.32,72.93,83.49,BROOKLYN,32,2021-06-02
32K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,86.31,85.01,100.0,BROOKLYN,32,2021-06-02
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,95.58,96.05,94.44,BROOKLYN,32,2021-06-02
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,62.25,65.2,49.25,BROOKLYN,32,2021-06-02
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,97.01,97.37,96.07,BROOKLYN,32,2021-06-02
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,33.6,33.6,,BROOKLYN,32,2021-06-02
33K891,BROOKLYN NAVY YARD STEAM CENTER,INC,,,BROOKLYN,33,2021-06-02
75K004,P.S. K004,85.82,83.66,89.4,BROOKLYN,75,2021-06-02
75K036,P.S. 36,84.84,82.21,90.24,BROOKLYN,75,2021-06-02
75K053,P.S. K053,80.04,76.8,89.28,BROOKLYN,75,2021-06-02
75K077,P.S. K077,91.95,91.57,92.7,BROOKLYN,75,2021-06-02
75K140,P.S. K140,83.71,79.76,87.57,BROOKLYN,75,2021-06-02
75K141,P.S. K141,79.1,71.19,86.59,BROOKLYN,75,2021-06-02
75K231,P.S. K231,94.07,96.85,80.0,BROOKLYN,75,2021-06-02
75K368,P.S. 368,67.31,52.1,80.43,BROOKLYN,75,2021-06-02
75K369,P.S. K369 COY L. COX SCHOOL,82.91,81.72,84.44,BROOKLYN,75,2021-06-02
75K370,P.S. 370,97.86,98.15,97.18,BROOKLYN,75,2021-06-02
75K371,P.S. 371 LILLIAN L. RASHKIS,74.01,71.83,79.03,BROOKLYN,75,2021-06-02
75K372,P.S. 372 THE CHILDREN S SCHOOL,93.08,84.48,96.92,BROOKLYN,75,2021-06-02
75K373,P.S. 373 BROOKLYN TRANSITION CENTER,84.3,83.33,85.86,BROOKLYN,75,2021-06-02
75K396,P.S. K396,84.87,87.36,81.93,BROOKLYN,75,2021-06-02
75K721,P.S. K721 BROOKLYN OCCUPATIONAL TRAINING CENTER,80.21,77.38,87.31,BROOKLYN,75,2021-06-02
75K753,P.S. K753 SCHOOL FOR CAREER DEVELOPMENT,75.85,71.77,83.33,BROOKLYN,75,2021-06-02
75K771,P.S. K771,84.74,80.37,90.33,BROOKLYN,75,2021-06-02
75K811,P.S. K811 CONNIE LEKAS SCHOOL,81.17,79.22,86.02,BROOKLYN,75,2021-06-02
75M035,P.S. 035,59.55,49.3,71.54,MANHATTAN,75,2021-06-02
75M079,P.S. M079 HORAN SCHOOL,66.78,61.13,79.76,MANHATTAN,75,2021-06-02
75M094,P.S. M094,90.26,92.69,86.09,MANHATTAN,75,2021-06-02
75M138,P.S. 138,88.65,90.79,84.93,MANHATTAN,75,2021-06-02
75M169,P.S. M169 ROBERT F. KENNEDY,100,100.0,,MANHATTAN,75,2021-06-02
75M226,P.S. M226,86.33,85.6,86.98,MANHATTAN,75,2021-06-02
75M721,P.S. M721 MANHATTAN OCCUPATIONAL TRAINING CENTER,86.5,86.27,87.23,MANHATTAN,75,2021-06-02
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,79.25,76.66,83.51,MANHATTAN,75,2021-06-02
75M811,P.S. M811 MICKEY MANTLE SCHOOL,81.23,81.86,80.64,MANHATTAN,75,2021-06-02
75Q004,P.S. Q004,91.89,88.64,94.2,QUEENS,75,2021-06-02
75Q009,P.S. 009,85.62,81.53,90.03,QUEENS,75,2021-06-02
75Q023,P.S. Q023 QUEENS CHILDREN CENTER,81.56,84.44,80.29,QUEENS,75,2021-06-02
75Q075,ROBERT E. PEARY SCHOOL,82.4,77.14,88.4,QUEENS,75,2021-06-02
75Q177,P.S. Q177,INC,,,QUEENS,75,2021-06-02
75Q224,P.S. Q224,91.37,95.85,76.08,QUEENS,75,2021-06-02
75Q233,P.S. Q233,85.26,79.5,91.53,QUEENS,75,2021-06-02
75Q255,P.S. Q255,89.8,83.44,92.72,QUEENS,75,2021-06-02
75Q256,P.S. Q256,73.39,69.42,77.77,QUEENS,75,2021-06-02
75Q277,THE RIVERVIEW SCHOOL,89.85,88.29,91.1,QUEENS,75,2021-06-02
75Q721,JOHN F. KENNEDY JR. SCHOOL,85.83,83.27,89.89,QUEENS,75,2021-06-02
75Q752,QUEENS TRANSITION CENTER,63.37,54.64,81.48,QUEENS,75,2021-06-02
75Q811,P.S. Q811,88.35,86.86,90.09,QUEENS,75,2021-06-02
75Q993,P.S. Q993,90.51,89.31,93.33,QUEENS,75,2021-06-02
75R025,SOUTH RICHMOND HIGH SCHOOL I.S. P.S. 25,74.61,72.07,76.72,STATEN ISLAND,75,2021-06-02
75R037,THE DAVID MARQUIS SCHOOL OF THE ARTS,86.23,86.42,86.15,STATEN ISLAND,75,2021-06-02
75R373,P.S. R373,86.68,81.9,88.96,STATEN ISLAND,75,2021-06-02
75R721,THE RICHARD H. HUNGERFORD SCHOOL,88.41,84.84,91.55,STATEN ISLAND,75,2021-06-02
75X010,P.S. X010,80.72,75.43,86.82,BRONX,75,2021-06-02
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,85.57,86.42,83.33,BRONX,75,2021-06-02
75X017,P.S. X017,88.13,85.13,91.91,BRONX,75,2021-06-02
75X168,P.S. 168,80.19,82.02,77.57,BRONX,75,2021-06-02
75X176,P.S. X176,91.06,90.54,91.86,BRONX,75,2021-06-02
75X186,P186X WALTER J. DAMROSCH SCHOOL,86.47,87.27,85.18,BRONX,75,2021-06-02
75X188,P.S. X188,88.25,89.58,86.28,BRONX,75,2021-06-02
75X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,97.29,100.0,91.84,BRONX,75,2021-06-02
75X469,P469X THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,82.71,80.58,85.58,BRONX,75,2021-06-02
75X596,P.S. X596,90.07,89.9,90.25,BRONX,75,2021-06-02
75X721,P.S. X721 STEPHEN MCSWEENEY SCHOOL,86.15,82.76,92.82,BRONX,75,2021-06-02
75X723,P.S. 723,82.83,80.66,86.62,BRONX,75,2021-06-02
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,44.02,30.95,100.0,BRONX,75,2021-06-02
75X811,P.S. X811,81.03,80.44,82.99,BRONX,75,2021-06-02
93M359,DREAM PROGRAM,INC,,,MANHATTAN,93,2021-06-02
14K319,P.S. 319,INC,,,BROOKLYN,14,2021-06-02
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,93.26,94.92,90.95,BROOKLYN,14,2021-06-02
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,92.94,91.91,93.89,BROOKLYN,14,2021-06-02
14K449,"BROOKLYN LATIN SCHOOL, THE",92.61,92.33,100.0,BROOKLYN,14,2021-06-02
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,90.47,89.06,100.0,BROOKLYN,14,2021-06-02
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,75.63,74.38,100.0,BROOKLYN,14,2021-06-02
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,82.77,81.52,100.0,BROOKLYN,14,2021-06-02
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN",80.09,80.09,,BROOKLYN,14,2021-06-02
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,57.05,57.05,,BROOKLYN,14,2021-06-02
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,97.35,97.98,95.56,BROOKLYN,14,2021-06-02
14K561,WILLIAMSBURG PREPARATORY SCHOOL,80,,80.0,BROOKLYN,14,2021-06-02
14K577,CONSELYEA PREPARATORY SCHOOL,96.8,95.83,100.0,BROOKLYN,14,2021-06-02
14K582,M.S. 582,89.94,88.65,94.73,BROOKLYN,14,2021-06-02
14K586,LYONS COMMUNITY SCHOOL,71.57,75.3,65.82,BROOKLYN,14,2021-06-02
14K610,A TECH HIGH SCHOOL,84.78,84.78,,BROOKLYN,14,2021-06-02
14K614,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,84.78,84.49,87.17,BROOKLYN,14,2021-06-02
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,INC,,,BROOKLYN,14,2021-06-02
15K001,P.S. 001 THE BERGEN,93.92,93.53,94.53,BROOKLYN,15,2021-06-02
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",96.58,97.56,96.07,BROOKLYN,15,2021-06-02
15K015,P.S. 015 PATRICK F. DALY,86.79,86.79,,BROOKLYN,15,2021-06-02
15K024,P.S. 024,91.77,91.71,91.86,BROOKLYN,15,2021-06-02
15K029,P.S. 029 JOHN M. HARRIGAN,98.33,99.33,98.09,BROOKLYN,15,2021-06-02
15K032,P.S. 032 SAMUEL MILLS SPROLE,90.76,95.65,88.64,BROOKLYN,15,2021-06-02
15K038,P.S. 038 THE PACIFIC,92.03,93.77,90.79,BROOKLYN,15,2021-06-02
15K039,P.S. 039 HENRY BRISTOW,93.75,89.28,94.51,BROOKLYN,15,2021-06-02
15K051,M.S. 51 WILLIAM ALEXANDER,84.67,82.2,91.14,BROOKLYN,15,2021-06-02
15K058,P.S. 058 THE CARROLL,98.15,99.54,97.65,BROOKLYN,15,2021-06-02
15K088,J.H.S. 088 PETER ROUGET,79.59,76.36,92.64,BROOKLYN,15,2021-06-02
15K094,P.S. 094 THE HENRY LONGFELLOW,97.53,99.01,91.55,BROOKLYN,15,2021-06-02
15K107,P.S. 107 JOHN W. KIMBALL,93.62,92.72,93.88,BROOKLYN,15,2021-06-02
15K118,THE MAURICE SENDAK COMMUNITY SCHOOL,96.93,95.83,97.35,BROOKLYN,15,2021-06-02
15K124,P.S. 124 SILAS B. DUTCHER,89.6,82.64,94.93,BROOKLYN,15,2021-06-02
15K130,P.S. 130 THE PARKSIDE,97.13,97.35,96.96,BROOKLYN,15,2021-06-02
15K131,P.S. 131 BROOKLYN,92.04,92.53,91.2,BROOKLYN,15,2021-06-02
15K136,I.S. 136 CHARLES O. DEWEY,97.17,99.42,91.83,BROOKLYN,15,2021-06-02
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",91.71,86.7,95.83,BROOKLYN,15,2021-06-02
15K154,THE WINDSOR TERRACE SCHOOL,96.74,100.0,95.31,BROOKLYN,15,2021-06-02
15K169,P.S. 169 SUNSET PARK,96.95,98.16,91.77,BROOKLYN,15,2021-06-02
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,97.31,96.62,98.09,BROOKLYN,15,2021-06-02
15K230,P.S. 230 DORIS L. COHEN,94.7,93.88,96.19,BROOKLYN,15,2021-06-02
15K261,P.S. 261 PHILIP LIVINGSTON,98.26,97.93,98.69,BROOKLYN,15,2021-06-02
15K295,P.S. 295,89.91,90.61,88.39,BROOKLYN,15,2021-06-02
15K321,P.S. 321 WILLIAM PENN,97.59,95.57,98.24,BROOKLYN,15,2021-06-02
15K418,THE CHILDREN S SCHOOL,94.48,94.31,94.56,BROOKLYN,15,2021-06-02
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,65,65.13,64.51,BROOKLYN,15,2021-06-02
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,90.77,89.19,100.0,BROOKLYN,15,2021-06-02
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,94.61,93.8,95.8,BROOKLYN,15,2021-06-02
15K443,NEW VOICES SCHOOL OF ACADEMIC CREATIVE ARTS,97.33,99.25,92.54,BROOKLYN,15,2021-06-02
15K447,THE MATH SCIENCE EXPLORATORY SCHOOL,93.83,94.56,92.79,BROOKLYN,15,2021-06-02
15K448,BROOKLYN COLLABORATIVE STUDIES,67.4,65.83,71.21,BROOKLYN,15,2021-06-02
15K462,JOHN JAY SCHOOL FOR LAW,75.92,76.13,73.91,BROOKLYN,15,2021-06-02
15K463,CYBERARTS STUDIO ACADEMY,91.13,91.96,76.92,BROOKLYN,15,2021-06-02
15K464,PARK SLOPE COLLEGIATE,76.23,74.42,86.27,BROOKLYN,15,2021-06-02
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,91.17,90.66,92.3,BROOKLYN,15,2021-06-02
15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,89.66,86.89,93.82,BROOKLYN,15,2021-06-02
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,69.93,66.96,77.2,BROOKLYN,15,2021-06-02
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,58.79,57.62,100.0,BROOKLYN,15,2021-06-02
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,85.71,85.84,85.36,BROOKLYN,15,2021-06-02
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,78.22,76.18,100.0,BROOKLYN,15,2021-06-02
15K667,SUNSET PARK HIGH SCHOOL,53.07,53.07,,BROOKLYN,15,2021-06-02
15K676,RED HOOK NEIGHBORHOOD SCHOOL,89.81,81.39,95.38,BROOKLYN,15,2021-06-02
15K684,MILLENNIUM BROOKLYN HS,99.7,100.0,98.03,BROOKLYN,15,2021-06-02
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,30.76,25.0,100.0,BROOKLYN,15,2021-06-02
15K767,THE LITTLE BROOKLYN PRE K CENTER,95.31,100.0,93.61,BROOKLYN,15,2021-06-02
15K821,SUNSET PARK PREP,98.27,99.44,95.73,BROOKLYN,15,2021-06-02
15K839,M.S. 839,83.15,83.15,,BROOKLYN,15,2021-06-02
15K863,PRE K CENTER AT BISHOP FORD SCHOOL SITE,93.61,90.54,94.56,BROOKLYN,15,2021-06-02
15K896,THE SCHOOL OF CREATIVITY AND INNOVATION,95.36,91.42,98.76,BROOKLYN,15,2021-06-02
16K005,P.S. 005 DR. RONALD MCNAIR,92.42,91.66,93.33,BROOKLYN,16,2021-06-02
16K021,P.S. 021 CRISPUS ATTUCKS,89.24,88.84,89.6,BROOKLYN,16,2021-06-02
16K025,P.S. 025 EUBIE BLAKE SCHOOL,86.66,95.45,81.57,BROOKLYN,16,2021-06-02
16K026,P.S. 026 JESSE OWENS,89.71,87.69,92.85,BROOKLYN,16,2021-06-02
16K035,M.S. 035 STEPHEN DECATUR,93.08,90.64,100.0,BROOKLYN,16,2021-06-02
16K040,P.S. 040 GEORGE W. CARVER,91.13,91.81,90.0,BROOKLYN,16,2021-06-02
16K057,WHITELAW REID ACADEMY OF ARTS AND BUSINESS,85.41,90.47,75.75,BROOKLYN,16,2021-06-02
16K081,P.S. 081 THADDEUS STEVENS,INC,,,BROOKLYN,16,2021-06-02
16K243,P.S. 243K THE WEEKSVILLE SCHOOL,95.93,99.14,91.25,BROOKLYN,16,2021-06-02
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,86.79,85.41,88.88,BROOKLYN,16,2021-06-02
16K267,"M.S. 267 MATH, SCIENCE TECHNOLOGY",98,98.0,,BROOKLYN,16,2021-06-02
16K308,P.S. 308 CLARA CARDWELL,91.47,88.77,98.59,BROOKLYN,16,2021-06-02
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,90.9,88.52,97.67,BROOKLYN,16,2021-06-02
16K335,P.S. 335 GRANVILLE T. WOODS,88.77,86.46,93.65,BROOKLYN,16,2021-06-02
16K455,BOYS AND GIRLS HIGH SCHOOL,69.49,81.12,54.01,BROOKLYN,16,2021-06-02
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,67.77,65.1,100.0,BROOKLYN,16,2021-06-02
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,84.49,80.0,91.73,BROOKLYN,16,2021-06-02
16K628,BROOKLYN BROWNSTONE SCHOOL,97.42,97.74,,BROOKLYN,16,2021-06-02
16K669,RESEARCH AND SERVICE HIGH SCHOOL,47.12,47.12,,BROOKLYN,16,2021-06-02
16K681,MADIBA PREP MIDDLE SCHOOL,84.54,81.48,88.77,BROOKLYN,16,2021-06-02
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,88.88,88.34,91.3,BROOKLYN,16,2021-06-02
16K765,NELSON MANDELA HIGH SCHOOL,82.03,81.59,100.0,BROOKLYN,16,2021-06-02
16K898,THE BROOKLYN GREEN SCHOOL,94.52,97.01,92.4,BROOKLYN,16,2021-06-02
17K002,PARKSIDE PREPARATORY ACADEMY,80.96,76.98,86.36,BROOKLYN,17,2021-06-02
17K006,NORMA ADAMS CLEMONS ACADEMY,91.1,91.69,90.6,BROOKLYN,17,2021-06-02
17K012,DR. JACQUELINE PEEK DAVIS SCHOOL,94.92,100.0,89.47,BROOKLYN,17,2021-06-02
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,85.65,84.48,100.0,BROOKLYN,17,2021-06-02
17K091,P.S. 091 THE ALBANY AVENUE SCHOOL,89.36,86.61,95.08,BROOKLYN,17,2021-06-02
17K092,P.S. 092 ADRIAN HEGEMAN,90.09,88.96,91.19,BROOKLYN,17,2021-06-02
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,83.52,83.52,,BROOKLYN,17,2021-06-02
17K138,P.S. 138 BROOKLYN,INC,,,BROOKLYN,17,2021-06-02
17K161,P.S. 161 THE CROWN,85.52,78.1,94.81,BROOKLYN,17,2021-06-02
17K181,P.S. 181 BROOKLYN,84.36,80.56,90.0,BROOKLYN,17,2021-06-02
17K189,P.S. 189 THE BILINGUAL CENTER,93.88,92.82,95.6,BROOKLYN,17,2021-06-02
17K191,P.S. 191 PAUL ROBESON,92.65,92.1,93.65,BROOKLYN,17,2021-06-02
17K221,P.S. 221 TOUSSAINT L OUVERTURE,84.57,83.76,85.91,BROOKLYN,17,2021-06-02
17K241,P.S. 241 EMMA L. JOHNSTON,93.96,95.9,91.57,BROOKLYN,17,2021-06-02
17K246,M.S. 246 WALT WHITMAN,80.77,77.77,84.47,BROOKLYN,17,2021-06-02
17K249,P.S. 249 THE CATON,95.42,93.81,98.28,BROOKLYN,17,2021-06-02
17K289,P.S. 289 GEORGE V. BROWER,93.9,94.21,93.25,BROOKLYN,17,2021-06-02
17K316,P.S. 316 ELIJAH STROUD,95.33,93.95,97.34,BROOKLYN,17,2021-06-02
17K340,I.S. 340,89.9,89.75,92.3,BROOKLYN,17,2021-06-02
17K352,EBBETS FIELD MIDDLE SCHOOL,91.4,92.85,88.63,BROOKLYN,17,2021-06-02
17K353,ELIJAH STROUD MIDDLE SCHOOL,85.41,82.14,90.0,BROOKLYN,17,2021-06-02
17K354,THE SCHOOL OF INTEGRATED LEARNING,90.82,89.51,100.0,BROOKLYN,17,2021-06-02
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,100,100.0,,BROOKLYN,17,2021-06-02
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,85.84,82.48,100.0,BROOKLYN,17,2021-06-02
17K394,M.S. K394,86.31,82.82,94.25,BROOKLYN,17,2021-06-02
17K397,P.S. 397 FOSTER LAURIE,90.74,87.95,93.67,BROOKLYN,17,2021-06-02
17K398,P.S. 398 WALTER WEAVER,87.79,93.03,,BROOKLYN,17,2021-06-02
17K399,P.S. 399 STANLEY EUGENE CLARK,87.38,85.71,92.59,BROOKLYN,17,2021-06-02
17K408,ACADEMY OF HOSPITALITY AND TOURISM,75,79.65,66.3,BROOKLYN,17,2021-06-02
17K484,RONALD EDMONDS LEARNING CENTER II,91.42,100.0,,BROOKLYN,17,2021-06-02
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,78.89,75.36,85.0,BROOKLYN,17,2021-06-02
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,97.8,97.39,100.0,BROOKLYN,17,2021-06-02
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",75.53,72.24,100.0,BROOKLYN,17,2021-06-02
17K532,NEW BRIDGES ELEMENTARY,92.18,87.5,94.4,BROOKLYN,17,2021-06-02
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,INC,,,BROOKLYN,17,2021-06-02
17K539,HIGH SCHOOL FOR SERVICE LEARNING AT ERASMUS,73.8,,73.8,BROOKLYN,17,2021-06-02
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",70.37,69.84,76.47,BROOKLYN,17,2021-06-02
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,70.39,73.95,42.1,BROOKLYN,17,2021-06-02
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,91.9,91.66,100.0,BROOKLYN,17,2021-06-02
17K548,BROOKLYN SCHOOL FOR MUSIC THEATRE,67.6,64.47,100.0,BROOKLYN,17,2021-06-02
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,34.93,27.02,100.0,BROOKLYN,17,2021-06-02
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,92.16,,92.16,BROOKLYN,17,2021-06-02
17K600,CLARA BARTON HIGH SCHOOL,77.1,77.1,,BROOKLYN,17,2021-06-02
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,20.24,14.4,35.55,BROOKLYN,17,2021-06-02
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,93.37,79.31,94.87,BROOKLYN,17,2021-06-02
17K722,NEW HEIGHTS MIDDLE SCHOOL,96.23,94.16,99.01,BROOKLYN,17,2021-06-02
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,75,75.0,,BROOKLYN,17,2021-06-02
17K751,ACADEMY FOR HEALTH CAREERS,83.57,84.03,72.72,BROOKLYN,17,2021-06-02
17K770,P.S. 770 NEW AMERICAN ACADEMY,94.73,93.75,95.37,BROOKLYN,17,2021-06-02
18K066,P.S. 66,91.9,89.55,95.47,BROOKLYN,18,2021-06-02
18K068,I.S. 068 ISAAC BILDERSEE,88.41,86.8,91.01,BROOKLYN,18,2021-06-02
18K114,P.S. 114 RYDER ELEMENTARY,89.17,86.6,91.66,BROOKLYN,18,2021-06-02
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,90.6,89.15,93.26,BROOKLYN,18,2021-06-02
18K135,P.S. 135 SHELDON A. BROOKNER,89.21,85.99,92.53,BROOKLYN,18,2021-06-02
18K208,P.S. 208 ELSA EBELING,90.13,93.41,86.13,BROOKLYN,18,2021-06-02
18K211,I.S. 211 JOHN WILSON,100,100.0,,BROOKLYN,18,2021-06-02
18K219,P.S. 219 KENNEDY KING,92.58,90.95,95.08,BROOKLYN,18,2021-06-02
18K233,P.S. 233 LANGSTON HUGHES,92.05,93.84,88.78,BROOKLYN,18,2021-06-02
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,95.46,95.61,94.0,BROOKLYN,18,2021-06-02
18K244,P.S. 244 RICHARD R. GREEN,92.7,92.57,94.11,BROOKLYN,18,2021-06-02
18K268,P.S. 268 EMMA LAZARUS,90.34,85.89,95.52,BROOKLYN,18,2021-06-02
18K272,P.S. 272 CURTIS ESTABROOK,75.06,75.45,74.13,BROOKLYN,18,2021-06-02
18K276,P.S. 276 LOUIS MARSHALL,90,87.6,92.33,BROOKLYN,18,2021-06-02
