DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
29Q116,P.S./I.S. 116 William C. Hughley,2019-20,827,48,98,100,109,75,75,88,79,79,76,0,0,0,0,415,50.2%,412,49.8%,85,10.3%,380,45.9%,324,39.2%,0,0.0%,28,3.4%,10,1.2%,0,0.0%,160,19.3%,190,23.0%,650,78.6%,82.4%
29Q116,P.S./I.S. 116 William C. Hughley,2020-21,805,42,85,96,96,100,76,73,90,72,75,0,0,0,0,395,49.1%,410,50.9%,98,12.2%,353,43.9%,317,39.4%,0,0.0%,24,3.0%,13,1.6%,0,0.0%,152,18.9%,188,23.4%,635,78.9%,82.7%
29Q118,P.S. 118 Lorraine Hansberry,2016-17,510,31,75,66,82,92,72,92,0,0,0,0,0,0,0,251,49.2%,259,50.8%,19,3.7%,416,81.6%,58,11.4%,4,0.8%,6,1.2%,7,1.4%,0,0.0%,104,20.4%,30,5.9%,302,59.2%,58.5%
29Q118,P.S. 118 Lorraine Hansberry,2017-18,448,36,65,67,66,71,79,64,0,0,0,0,0,0,0,216,48.2%,232,51.8%,14,3.1%,354,79.0%,60,13.4%,3,0.7%,7,1.6%,10,2.2%,0,0.0%,98,21.9%,40,8.9%,335,74.8%,74.0%
29Q118,P.S. 118 Lorraine Hansberry,2018-19,451,32,59,68,70,62,70,90,0,0,0,0,0,0,0,223,49.4%,228,50.6%,23,5.1%,329,72.9%,77,17.1%,2,0.4%,10,2.2%,10,2.2%,0,0.0%,89,19.7%,37,8.2%,330,73.2%,73.4%
29Q118,P.S. 118 Lorraine Hansberry,2019-20,427,32,69,64,62,75,60,65,0,0,0,0,0,0,0,217,50.8%,210,49.2%,37,8.7%,290,67.9%,74,17.3%,2,0.5%,14,3.3%,9,2.1%,1,0.2%,74,17.3%,43,10.1%,311,72.8%,75.1%
29Q118,P.S. 118 Lorraine Hansberry,2020-21,409,29,68,64,55,64,70,59,0,0,0,0,0,0,0,213,52.1%,196,47.9%,41,10.0%,267,65.3%,75,18.3%,2,0.5%,14,3.4%,9,2.2%,1,0.2%,66,16.1%,43,10.5%,298,72.9%,74.4%
29Q131,P.S. 131 Abigail Adams,2016-17,871,0,127,136,128,149,164,167,0,0,0,0,0,0,0,433,49.7%,438,50.3%,657,75.4%,60,6.9%,92,10.6%,9,1.0%,14,1.6%,38,4.4%,1,0.1%,100,11.5%,175,20.1%,718,82.4%,53.2%
29Q131,P.S. 131 Abigail Adams,2017-18,812,0,98,127,138,131,154,164,0,0,0,0,0,0,0,416,51.2%,396,48.8%,626,77.1%,45,5.5%,81,10.0%,9,1.1%,13,1.6%,37,4.6%,1,0.1%,84,10.3%,141,17.4%,746,91.9%,71.3%
29Q131,P.S. 131 Abigail Adams,2018-19,748,0,100,99,132,135,127,155,0,0,0,0,0,0,0,394,52.7%,354,47.3%,573,76.6%,41,5.5%,77,10.3%,7,0.9%,11,1.5%,39,5.2%,0,0.0%,90,12.0%,120,16.0%,676,90.4%,68.2%
29Q131,P.S. 131 Abigail Adams,2019-20,703,0,103,111,96,133,130,130,0,0,0,0,0,0,0,365,51.9%,338,48.1%,536,76.2%,28,4.0%,81,11.5%,5,0.7%,11,1.6%,42,6.0%,0,0.0%,101,14.4%,98,13.9%,637,90.6%,68.0%
29Q131,P.S. 131 Abigail Adams,2020-21,684,0,98,105,114,98,135,134,0,0,0,0,0,0,0,349,51.0%,335,49.0%,511,74.7%,23,3.4%,87,12.7%,4,0.6%,15,2.2%,44,6.4%,0,0.0%,101,14.8%,129,18.9%,599,87.6%,67.9%
29Q132,P.S. 132 Ralph Bunche,2016-17,386,34,59,77,44,49,65,58,0,0,0,0,0,0,0,185,47.9%,201,52.1%,2,0.5%,348,90.2%,28,7.3%,1,0.3%,3,0.8%,4,1.0%,0,0.0%,80,20.7%,10,2.6%,332,86.0%,58.0%
29Q132,P.S. 132 Ralph Bunche,2017-18,391,34,65,63,68,51,45,65,0,0,0,0,0,0,0,183,46.8%,208,53.2%,3,0.8%,344,88.0%,37,9.5%,1,0.3%,3,0.8%,3,0.8%,0,0.0%,88,22.5%,18,4.6%,329,84.1%,65.8%
29Q132,P.S. 132 Ralph Bunche,2018-19,362,31,57,60,53,66,51,44,0,0,0,0,0,0,0,154,42.5%,208,57.5%,4,1.1%,325,89.8%,27,7.5%,2,0.6%,2,0.6%,2,0.6%,0,0.0%,79,21.8%,14,3.9%,281,77.6%,63.5%
29Q132,P.S. 132 Ralph Bunche,2019-20,323,25,41,50,54,47,52,54,0,0,0,0,0,0,0,140,43.3%,183,56.7%,5,1.5%,287,88.9%,26,8.0%,0,0.0%,3,0.9%,2,0.6%,0,0.0%,73,22.6%,12,3.7%,243,75.2%,63.8%
29Q132,P.S. 132 Ralph Bunche,2020-21,325,35,47,40,50,49,46,58,0,0,0,0,0,0,0,138,42.5%,187,57.5%,5,1.5%,289,88.9%,24,7.4%,0,0.0%,3,0.9%,4,1.2%,0,0.0%,69,21.2%,14,4.3%,256,78.8%,61.4%
29Q134,P.S. 134 Hollis,2016-17,416,20,59,71,54,60,79,73,0,0,0,0,0,0,0,203,48.8%,213,51.2%,10,2.4%,342,82.2%,55,13.2%,1,0.2%,2,0.5%,6,1.4%,0,0.0%,92,22.1%,43,10.3%,320,76.9%,52.0%
29Q134,P.S. 134 Hollis,2017-18,382,28,51,54,66,53,53,77,0,0,0,0,0,0,0,178,46.6%,204,53.4%,16,4.2%,295,77.2%,62,16.2%,1,0.3%,6,1.6%,2,0.5%,0,0.0%,76,19.9%,42,11.0%,328,85.9%,71.1%
29Q134,P.S. 134 Hollis,2018-19,332,23,52,44,49,53,57,54,0,0,0,0,0,0,0,169,50.9%,163,49.1%,19,5.7%,248,74.7%,52,15.7%,1,0.3%,8,2.4%,4,1.2%,0,0.0%,59,17.8%,40,12.0%,242,72.9%,72.8%
29Q134,P.S. 134 Hollis,2019-20,322,22,52,59,46,40,45,58,0,0,0,0,0,0,0,176,54.7%,146,45.3%,34,10.6%,217,67.4%,60,18.6%,1,0.3%,8,2.5%,2,0.6%,0,0.0%,53,16.5%,45,14.0%,266,82.6%,78.8%
29Q134,P.S. 134 Hollis,2020-21,286,17,34,51,56,47,39,42,0,0,0,0,0,0,0,163,57.0%,123,43.0%,45,15.7%,178,62.2%,53,18.5%,1,0.3%,7,2.4%,2,0.7%,0,0.0%,50,17.5%,51,17.8%,225,78.7%,78.0%
29Q135,The Bellaire School,2016-17,1011,101,142,142,141,153,164,168,0,0,0,0,0,0,0,462,45.7%,549,54.3%,358,35.4%,293,29.0%,198,19.6%,24,2.4%,99,9.8%,39,3.9%,0,0.0%,161,15.9%,120,11.9%,449,44.4%,42.8%
29Q135,The Bellaire School,2017-18,989,101,146,138,147,143,156,158,0,0,0,0,0,0,0,475,48.0%,514,52.0%,344,34.8%,274,27.7%,186,18.8%,27,2.7%,116,11.7%,42,4.2%,0,0.0%,167,16.9%,131,13.2%,586,59.3%,61.2%
29Q135,The Bellaire School,2018-19,932,83,145,136,128,133,142,165,0,0,0,0,0,0,0,446,47.9%,486,52.1%,342,36.7%,223,23.9%,200,21.5%,26,2.8%,106,11.4%,35,3.8%,0,0.0%,170,18.2%,145,15.6%,542,58.2%,59.4%
29Q135,The Bellaire School,2019-20,882,66,127,145,139,126,130,149,0,0,0,0,0,0,0,425,48.2%,457,51.8%,328,37.2%,203,23.0%,183,20.7%,24,2.7%,110,12.5%,34,3.9%,0,0.0%,168,19.0%,130,14.7%,542,61.5%,63.2%
29Q135,The Bellaire School,2020-21,790,53,96,130,128,135,121,127,0,0,0,0,0,0,0,378,47.8%,412,52.2%,288,36.5%,185,23.4%,163,20.6%,27,3.4%,98,12.4%,29,3.7%,0,0.0%,140,17.7%,124,15.7%,499,63.2%,62.2%
29Q136,P.S. 136 Roy Wilkins,2016-17,648,38,90,105,91,111,106,107,0,0,0,0,0,0,0,316,48.8%,332,51.2%,12,1.9%,575,88.7%,42,6.5%,1,0.2%,9,1.4%,9,1.4%,0,0.0%,101,15.6%,31,4.8%,611,94.3%,53.4%
29Q136,P.S. 136 Roy Wilkins,2017-18,618,41,72,93,106,87,116,103,0,0,0,0,0,0,0,306,49.5%,312,50.5%,10,1.6%,526,85.1%,63,10.2%,2,0.3%,7,1.1%,10,1.6%,0,0.0%,95,15.4%,37,6.0%,495,80.1%,68.2%
29Q136,P.S. 136 Roy Wilkins,2018-19,581,48,77,84,89,90,80,113,0,0,0,0,0,0,0,300,51.6%,281,48.4%,15,2.6%,498,85.7%,55,9.5%,1,0.2%,3,0.5%,9,1.5%,0,0.0%,87,15.0%,32,5.5%,428,73.7%,69.1%
29Q136,P.S. 136 Roy Wilkins,2019-20,507,33,68,71,81,89,88,77,0,0,0,0,0,0,0,242,47.7%,265,52.3%,19,3.7%,425,83.8%,48,9.5%,2,0.4%,5,1.0%,8,1.6%,0,0.0%,71,14.0%,33,6.5%,393,77.5%,72.9%
29Q136,P.S. 136 Roy Wilkins,2020-21,488,29,74,69,75,80,78,83,0,0,0,0,0,0,0,232,47.5%,256,52.5%,17,3.5%,403,82.6%,46,9.4%,6,1.2%,5,1.0%,11,2.3%,0,0.0%,60,12.3%,29,5.9%,332,68.0%,65.7%
29Q138,P.S./M.S. 138 Sunrise,2016-17,777,34,74,72,57,55,77,77,120,112,99,0,0,0,0,364,46.8%,413,53.2%,15,1.9%,654,84.2%,71,9.1%,10,1.3%,5,0.6%,21,2.7%,1,0.1%,141,18.1%,42,5.4%,603,77.6%,48.6%
29Q138,P.S./M.S. 138 Sunrise,2017-18,763,50,64,61,68,61,47,73,119,116,104,0,0,0,0,358,46.9%,405,53.1%,23,3.0%,615,80.6%,85,11.1%,10,1.3%,6,0.8%,24,3.1%,0,0.0%,141,18.5%,39,5.1%,611,80.1%,63.3%
29Q138,P.S./M.S. 138 Sunrise,2018-19,711,39,52,53,58,58,60,53,107,118,113,0,0,0,0,352,49.5%,359,50.5%,25,3.5%,556,78.2%,88,12.4%,9,1.3%,11,1.5%,22,3.1%,0,0.0%,123,17.3%,46,6.5%,555,78.1%,63.7%
29Q138,P.S./M.S. 138 Sunrise,2019-20,623,39,43,44,46,50,60,55,80,97,109,0,0,0,0,309,49.6%,314,50.4%,31,5.0%,470,75.4%,79,12.7%,14,2.2%,9,1.4%,20,3.2%,0,0.0%,108,17.3%,43,6.9%,478,76.7%,67.7%
29Q138,P.S./M.S. 138 Sunrise,2020-21,588,24,43,46,43,49,54,63,82,88,96,0,0,0,0,277,47.1%,311,52.9%,33,5.6%,439,74.7%,74,12.6%,16,2.7%,8,1.4%,18,3.1%,0,0.0%,97,16.5%,50,8.5%,436,74.1%,68.4%
29Q147,P.S./M.S. 147 Ronald McNair,2016-17,606,13,56,56,48,61,80,67,77,79,69,0,0,0,0,298,49.2%,308,50.8%,10,1.7%,558,92.1%,22,3.6%,3,0.5%,5,0.8%,8,1.3%,0,0.0%,124,20.5%,26,4.3%,465,76.7%,42.3%
29Q147,P.S./M.S. 147 Ronald McNair,2017-18,593,17,44,56,56,42,67,87,76,69,79,0,0,0,0,288,48.6%,305,51.4%,13,2.2%,528,89.0%,39,6.6%,2,0.3%,5,0.8%,6,1.0%,0,0.0%,113,19.1%,31,5.2%,442,74.5%,57.9%
29Q147,P.S./M.S. 147 Ronald McNair,2018-19,561,10,42,52,56,52,50,69,90,73,67,0,0,0,0,268,47.8%,293,52.2%,9,1.6%,492,87.7%,46,8.2%,1,0.2%,8,1.4%,5,0.9%,0,0.0%,122,21.7%,31,5.5%,402,71.7%,59.2%
29Q147,P.S./M.S. 147 Ronald McNair,2019-20,559,18,45,48,61,46,55,52,73,88,73,0,0,0,0,263,47.0%,296,53.0%,10,1.8%,472,84.4%,57,10.2%,1,0.2%,11,2.0%,8,1.4%,0,0.0%,121,21.6%,36,6.4%,377,67.4%,62.1%
29Q147,P.S./M.S. 147 Ronald McNair,2020-21,502,7,36,45,42,50,45,55,61,71,90,0,0,0,0,243,48.4%,259,51.6%,15,3.0%,417,83.1%,55,11.0%,1,0.2%,10,2.0%,3,0.6%,1,0.2%,113,22.5%,30,6.0%,322,64.1%,60.9%
29Q156,P.S. 156 Laurelton,2016-17,287,20,36,50,47,38,51,45,0,0,0,0,0,0,0,139,48.4%,148,51.6%,8,2.8%,260,90.6%,15,5.2%,2,0.7%,2,0.7%,0,0.0%,0,0.0%,35,12.2%,18,6.3%,207,72.1%,45.4%
29Q156,P.S. 156 Laurelton,2017-18,260,18,29,34,50,44,38,47,0,0,0,0,0,0,0,126,48.5%,134,51.5%,6,2.3%,236,90.8%,13,5.0%,2,0.8%,1,0.4%,2,0.8%,0,0.0%,33,12.7%,10,3.8%,195,75.0%,64.8%
29Q156,P.S. 156 Laurelton,2018-19,230,15,28,26,31,43,51,36,0,0,0,0,0,0,0,111,48.3%,119,51.7%,7,3.0%,201,87.4%,15,6.5%,2,0.9%,2,0.9%,3,1.3%,0,0.0%,35,15.2%,14,6.1%,155,67.4%,60.6%
29Q156,P.S. 156 Laurelton,2019-20,197,11,25,23,21,25,40,52,0,0,0,0,0,0,0,87,44.2%,110,55.8%,5,2.5%,168,85.3%,16,8.1%,3,1.5%,2,1.0%,3,1.5%,0,0.0%,30,15.2%,17,8.6%,129,65.5%,61.2%
29Q156,P.S. 156 Laurelton,2020-21,154,15,20,21,25,19,20,34,0,0,0,0,0,0,0,68,44.2%,86,55.8%,2,1.3%,129,83.8%,14,9.1%,3,1.9%,4,2.6%,2,1.3%,0,0.0%,21,13.6%,11,7.1%,109,70.8%,65.9%
29Q176,P.S. 176 Cambria Heights,2016-17,737,54,92,90,99,120,138,144,0,0,0,0,0,0,0,395,53.6%,342,46.4%,39,5.3%,551,74.8%,37,5.0%,2,0.3%,105,14.2%,3,0.4%,0,0.0%,74,10.0%,11,1.5%,596,80.9%,34.9%
29Q176,P.S. 176 Cambria Heights,2017-18,716,47,118,102,95,103,116,135,0,0,0,0,0,0,0,373,52.1%,343,47.9%,37,5.2%,504,70.4%,37,5.2%,4,0.6%,130,18.2%,4,0.6%,0,0.0%,71,9.9%,6,0.8%,549,76.7%,43.7%
29Q176,P.S. 176 Cambria Heights,2018-19,757,53,129,130,115,101,114,115,0,0,0,0,0,0,0,395,52.2%,362,47.8%,26,3.4%,571,75.4%,37,4.9%,6,0.8%,110,14.5%,7,0.9%,0,0.0%,91,12.0%,6,0.8%,495,65.4%,38.8%
29Q176,P.S. 176 Cambria Heights,2019-20,723,44,111,126,128,117,99,98,0,0,0,0,0,0,0,372,51.5%,351,48.5%,27,3.7%,552,76.3%,29,4.0%,8,1.1%,100,13.8%,7,1.0%,0,0.0%,95,13.1%,4,0.6%,454,62.8%,43.7%
29Q176,P.S. 176 Cambria Heights,2020-21,660,39,78,100,116,119,113,95,0,0,0,0,0,0,0,352,53.3%,308,46.7%,25,3.8%,500,75.8%,30,4.5%,9,1.4%,85,12.9%,11,1.7%,0,0.0%,82,12.4%,4,0.6%,393,59.5%,41.1%
29Q181,P.S. 181 Brookfield,2016-17,334,22,52,59,53,52,52,44,0,0,0,0,0,0,0,158,47.3%,176,52.7%,8,2.4%,270,80.8%,37,11.1%,10,3.0%,6,1.8%,3,0.9%,0,0.0%,82,24.6%,11,3.3%,271,81.1%,50.7%
29Q181,P.S. 181 Brookfield,2017-18,326,19,47,53,51,56,52,48,0,0,0,0,0,0,0,155,47.5%,171,52.5%,7,2.1%,259,79.4%,39,12.0%,13,4.0%,7,2.1%,1,0.3%,0,0.0%,92,28.2%,11,3.4%,241,73.9%,64.6%
29Q181,P.S. 181 Brookfield,2018-19,322,28,40,49,52,50,58,45,0,0,0,0,0,0,0,147,45.7%,175,54.3%,10,3.1%,235,73.0%,54,16.8%,11,3.4%,8,2.5%,4,1.2%,0,0.0%,85,26.4%,12,3.7%,216,67.1%,62.1%
29Q181,P.S. 181 Brookfield,2019-20,322,30,50,39,50,45,48,60,0,0,0,0,0,0,0,155,48.1%,167,51.9%,13,4.0%,240,74.5%,48,14.9%,10,3.1%,8,2.5%,3,0.9%,0,0.0%,89,27.6%,14,4.3%,231,71.7%,67.5%
29Q181,P.S. 181 Brookfield,2020-21,286,11,56,35,38,47,46,53,0,0,0,0,0,0,0,125,43.7%,161,56.3%,15,5.2%,200,69.9%,48,16.8%,10,3.5%,9,3.1%,4,1.4%,0,0.0%,87,30.4%,14,4.9%,212,74.1%,68.8%
29Q192,I.S. 192 The Linden,2016-17,507,0,0,0,0,0,0,0,142,140,225,0,0,0,0,227,44.8%,280,55.2%,15,3.0%,403,79.5%,53,10.5%,2,0.4%,21,4.1%,9,1.8%,4,0.8%,100,19.7%,37,7.3%,338,66.7%,44.1%
29Q192,I.S. 192 The Linden,2017-18,486,0,0,0,0,0,0,0,174,152,160,0,0,0,0,225,46.3%,261,53.7%,18,3.7%,381,78.4%,48,9.9%,4,0.8%,27,5.6%,6,1.2%,2,0.4%,106,21.8%,41,8.4%,364,74.9%,61.2%
29Q192,I.S. 192 The Linden,2018-19,492,0,0,0,0,0,0,0,131,181,180,0,0,0,0,235,47.8%,257,52.2%,22,4.5%,381,77.4%,51,10.4%,3,0.6%,32,6.5%,2,0.4%,1,0.2%,115,23.4%,40,8.1%,357,72.6%,61.2%
29Q192,I.S. 192 The Linden,2019-20,469,0,0,0,0,0,0,0,144,138,187,0,0,0,0,223,47.5%,246,52.5%,24,5.1%,360,76.8%,56,11.9%,5,1.1%,21,4.5%,2,0.4%,1,0.2%,111,23.7%,33,7.0%,347,74.0%,67.4%
29Q192,I.S. 192 The Linden,2020-21,410,0,0,0,0,0,0,0,135,142,133,0,0,0,0,189,46.1%,221,53.9%,25,6.1%,308,75.1%,62,15.1%,0,0.0%,13,3.2%,2,0.5%,0,0.0%,100,24.4%,35,8.5%,335,81.7%,70.1%
29Q195,P.S. 195 William Haberle,2016-17,579,59,70,74,84,86,103,103,0,0,0,0,0,0,0,296,51.1%,283,48.9%,6,1.0%,531,91.7%,30,5.2%,2,0.3%,5,0.9%,5,0.9%,0,0.0%,94,16.2%,11,1.9%,526,90.8%,46.4%
29Q195,P.S. 195 William Haberle,2017-18,564,54,83,78,87,80,85,97,0,0,0,0,0,0,0,288,51.1%,276,48.9%,7,1.2%,512,90.8%,35,6.2%,4,0.7%,4,0.7%,2,0.4%,0,0.0%,97,17.2%,12,2.1%,478,84.8%,57.8%
29Q195,P.S. 195 William Haberle,2018-19,531,52,79,76,78,86,83,77,0,0,0,0,0,0,0,265,49.9%,266,50.1%,11,2.1%,475,89.5%,39,7.3%,0,0.0%,4,0.8%,2,0.4%,0,0.0%,91,17.1%,14,2.6%,447,84.2%,56.9%
29Q195,P.S. 195 William Haberle,2019-20,468,45,63,66,73,73,78,70,0,0,0,0,0,0,0,232,49.6%,236,50.4%,13,2.8%,412,88.0%,37,7.9%,2,0.4%,2,0.4%,2,0.4%,0,0.0%,73,15.6%,15,3.2%,376,80.3%,62.4%
29Q195,P.S. 195 William Haberle,2020-21,416,39,42,56,64,70,71,74,0,0,0,0,0,0,0,196,47.1%,220,52.9%,10,2.4%,362,87.0%,37,8.9%,2,0.5%,2,0.5%,3,0.7%,0,0.0%,56,13.5%,18,4.3%,314,75.5%,60.5%
29Q208,P.S./I.S. 208,2016-17,739,0,67,69,72,77,78,88,97,106,85,0,0,0,0,366,49.5%,373,50.5%,66,8.9%,554,75.0%,91,12.3%,13,1.8%,9,1.2%,6,0.8%,0,0.0%,141,19.1%,7,0.9%,404,54.7%,27.6%
29Q208,P.S./I.S. 208,2017-18,707,0,62,64,66,75,74,79,93,92,102,0,0,0,0,359,50.8%,348,49.2%,55,7.8%,526,74.4%,94,13.3%,11,1.6%,13,1.8%,8,1.1%,0,0.0%,136,19.2%,3,0.4%,334,47.2%,33.8%
29Q208,P.S./I.S. 208,2018-19,714,0,68,69,64,82,79,76,96,89,91,0,0,0,0,370,51.8%,344,48.2%,58,8.1%,519,72.7%,101,14.1%,14,2.0%,14,2.0%,7,1.0%,1,0.1%,130,18.2%,3,0.4%,305,42.7%,33.8%
29Q208,P.S./I.S. 208,2019-20,742,0,63,63,71,66,84,88,117,94,96,0,0,0,0,367,49.5%,375,50.5%,60,8.1%,534,72.0%,102,13.7%,16,2.2%,20,2.7%,10,1.3%,0,0.0%,150,20.2%,13,1.8%,315,42.5%,38.7%
29Q208,P.S./I.S. 208,2020-21,727,0,63,62,59,70,65,81,120,113,94,0,0,0,0,352,48.4%,375,51.6%,59,8.1%,521,71.7%,99,13.6%,17,2.3%,18,2.5%,12,1.7%,1,0.1%,146,20.1%,16,2.2%,376,51.7%,40.4%
29Q238,I.S. 238 - Susan B. Anthony Academy,2016-17,1511,0,0,0,0,0,0,0,478,500,533,0,0,0,0,760,50.3%,751,49.7%,443,29.3%,550,36.4%,418,27.7%,6,0.4%,57,3.8%,37,2.4%,0,0.0%,207,13.7%,248,16.4%,"1,230",81.4%,59.1%
29Q238,I.S. 238 - Susan B. Anthony Academy,2017-18,1404,0,0,0,0,0,0,0,412,471,521,0,0,0,0,712,50.7%,692,49.3%,402,28.6%,515,36.7%,394,28.1%,5,0.4%,59,4.2%,29,2.1%,0,0.0%,186,13.2%,234,16.7%,"1,264",90.0%,74.3%
29Q238,I.S. 238 - Susan B. Anthony Academy,2018-19,1301,0,0,0,0,0,0,0,401,433,467,0,0,0,0,650,50.0%,651,50.0%,384,29.5%,463,35.6%,365,28.1%,7,0.5%,57,4.4%,25,1.9%,0,0.0%,186,14.3%,212,16.3%,"1,091",83.9%,74.3%
29Q238,I.S. 238 - Susan B. Anthony Academy,2019-20,1245,0,0,0,0,0,0,0,388,415,442,0,0,0,0,615,49.4%,630,50.6%,384,30.8%,406,32.6%,361,29.0%,9,0.7%,68,5.5%,17,1.4%,0,0.0%,185,14.9%,216,17.3%,"1,046",84.0%,74.9%
29Q238,I.S. 238 - Susan B. Anthony Academy,2020-21,1132,0,0,0,0,0,0,0,319,399,414,0,0,0,0,541,47.8%,591,52.2%,351,31.0%,306,27.0%,374,33.0%,9,0.8%,69,6.1%,23,2.0%,0,0.0%,171,15.1%,222,19.6%,862,76.1%,73.7%
29Q243,Institute for Health Professions at Cambria Height,2016-17,412,0,0,0,0,0,0,0,0,0,0,119,117,102,74,287,69.7%,125,30.3%,32,7.8%,296,71.8%,51,12.4%,0,0.0%,11,2.7%,11,2.7%,11,2.7%,43,10.4%,30,7.3%,309,75.0%,49.8%
29Q243,Institute for Health Professions at Cambria Height,2017-18,420,0,0,0,0,0,0,0,0,0,0,103,116,92,109,295,70.2%,125,29.8%,40,9.5%,284,67.6%,56,13.3%,0,0.0%,17,4.0%,14,3.3%,9,2.1%,45,10.7%,30,7.1%,322,76.7%,68.2%
29Q243,Institute for Health Professions at Cambria Height,2018-19,413,0,0,0,0,0,0,0,0,0,0,99,108,120,86,278,67.3%,135,32.7%,45,10.9%,291,70.5%,54,13.1%,0,0.0%,12,2.9%,8,1.9%,3,0.7%,44,10.7%,40,9.7%,346,83.8%,68.7%
29Q243,Institute for Health Professions at Cambria Height,2019-20,449,0,0,0,0,0,0,0,0,0,0,140,106,100,103,296,65.9%,153,34.1%,37,8.2%,314,69.9%,73,16.3%,1,0.2%,11,2.4%,7,1.6%,6,1.3%,48,10.7%,46,10.2%,356,79.3%,70.1%
29Q243,Institute for Health Professions at Cambria Height,2020-21,470,0,0,0,0,0,0,0,0,0,1,147,140,92,90,292,62.1%,178,37.9%,44,9.4%,322,68.5%,72,15.3%,2,0.4%,15,3.2%,6,1.3%,9,1.9%,66,14.0%,50,10.6%,339,72.1%,66.8%
29Q248,Queens Preparatory Academy,2016-17,480,0,0,0,0,0,0,0,0,0,0,103,119,132,126,236,49.2%,244,50.8%,21,4.4%,406,84.6%,34,7.1%,1,0.2%,2,0.4%,3,0.6%,13,2.7%,73,15.2%,23,4.8%,345,71.9%,48.2%
29Q248,Queens Preparatory Academy,2017-18,415,0,0,0,0,0,0,0,0,0,0,72,108,113,122,202,48.7%,213,51.3%,14,3.4%,344,82.9%,39,9.4%,0,0.0%,3,0.7%,4,1.0%,11,2.7%,62,14.9%,38,9.2%,332,80.0%,65.9%
29Q248,Queens Preparatory Academy,2018-19,387,0,0,0,0,0,0,0,0,0,0,82,99,107,99,164,42.4%,223,57.6%,14,3.6%,317,81.9%,34,8.8%,0,0.0%,7,1.8%,7,1.8%,8,2.1%,54,14.0%,45,11.6%,311,80.4%,66.7%
29Q248,Queens Preparatory Academy,2019-20,277,0,0,0,0,0,0,0,0,0,0,67,62,71,77,117,42.2%,160,57.8%,7,2.5%,231,83.4%,23,8.3%,1,0.4%,7,2.5%,3,1.1%,5,1.8%,45,16.2%,29,10.5%,222,80.1%,71.7%
29Q248,Queens Preparatory Academy,2020-21,238,0,0,0,0,0,0,0,0,0,0,45,72,60,61,100,42.0%,138,58.0%,12,5.0%,185,77.7%,21,8.8%,1,0.4%,10,4.2%,5,2.1%,4,1.7%,46,19.3%,19,8.0%,179,75.2%,65.8%
29Q251,P.S. 251 Queens,2016-17,354,33,50,52,49,63,65,42,0,0,0,0,0,0,0,174,49.2%,180,50.8%,18,5.1%,303,85.6%,20,5.6%,0,0.0%,9,2.5%,4,1.1%,0,0.0%,83,23.4%,0,0.0%,252,71.2%,42.4%
29Q251,P.S. 251 Queens,2017-18,339,27,51,41,48,54,57,61,0,0,0,0,0,0,0,162,47.8%,177,52.2%,19,5.6%,284,83.8%,26,7.7%,0,0.0%,6,1.8%,4,1.2%,0,0.0%,77,22.7%,2,0.6%,258,76.1%,55.0%
29Q251,P.S. 251 Queens,2018-19,351,27,44,43,43,73,64,57,0,0,0,0,0,0,0,169,48.1%,182,51.9%,21,6.0%,277,78.9%,39,11.1%,1,0.3%,10,2.8%,3,0.9%,0,0.0%,82,23.4%,6,1.7%,253,72.1%,58.0%
29Q251,P.S. 251 Queens,2019-20,334,21,49,41,40,63,64,56,0,0,0,0,0,0,0,159,47.6%,175,52.4%,23,6.9%,248,74.3%,43,12.9%,4,1.2%,10,3.0%,6,1.8%,0,0.0%,74,22.2%,13,3.9%,244,73.1%,64.5%
29Q251,P.S. 251 Queens,2020-21,299,19,30,47,33,53,55,62,0,0,0,0,0,0,0,141,47.2%,158,52.8%,28,9.4%,208,69.6%,28,9.4%,25,8.4%,7,2.3%,3,1.0%,0,0.0%,56,18.7%,11,3.7%,209,69.9%,59.5%
29Q259,Pathways College Preparatory School: A College Boa,2016-17,618,0,0,0,0,0,0,0,87,79,81,85,82,101,103,301,48.7%,317,51.3%,30,4.9%,531,85.9%,33,5.3%,4,0.6%,8,1.3%,8,1.3%,4,0.6%,92,14.9%,18,2.9%,475,76.9%,37.7%
29Q259,Pathways College Preparatory School: A College Boa,2017-18,583,0,0,0,0,0,0,0,79,79,73,82,79,87,104,289,49.6%,294,50.4%,33,5.7%,499,85.6%,29,5.0%,5,0.9%,7,1.2%,7,1.2%,3,0.5%,94,16.1%,22,3.8%,437,75.0%,50.8%
29Q259,Pathways College Preparatory School: A College Boa,2018-19,588,0,0,0,0,0,0,0,83,80,72,92,91,75,95,289,49.1%,299,50.9%,39,6.6%,494,84.0%,29,4.9%,5,0.9%,12,2.0%,7,1.2%,2,0.3%,88,15.0%,18,3.1%,448,76.2%,49.3%
