Geographical District Code,Building Code,ATS System Code,Location Name,Primary Address,City,Zip,Service
22,K405,22K405,Midwood High School,2839 BEDFORD AVENUE,BROOKLYN,11210,School Mental Health Specialist Program
22,K425,22K425,James Madison High School,3787 BEDFORD AVENUE,BROOKLYN,11229,Prevention Intervention Program MH
22,K535,22K535,Leon M. Goldstein High School for the Sciences,1830 SHORE BOULEVARD,BROOKLYN,11235,School Mental Health Specialist Program
15,K917,22K555,Brooklyn College Academy,350 CONEY ISLAND AVENUE,BROOKLYN,11218,School Mental Health Specialist Program
22,K495,22K611,Origins High School,3000 AVENUE X,BROOKLYN,11235,School-based Health Center w/ Mental Health
22,K495,22K630,Professional Pathways High School,3000 AVENUE X,BROOKLYN,11235,School-based Health Center w/ Mental Health
15,K338,22K890,M.S. 890,21 HINCKLEY PLACE,BROOKLYN,11218,School Mental Health Specialist Program
23,K041,23K041,P.S. 041 Francis White,411 THATFORD AVENUE,BROOKLYN,11212,School Mental Health Specialist Program
23,K155,23K155,P.S./ I.S. 155 Nicholas Herkimer,1355 HERKIMER STREET,BROOKLYN,11233,School Mental Health Specialist Program
23,K356,23K156,P.S. 156 Waverly,104 SUTTER AVENUE,BROOKLYN,11212,Community School MH
23,K165,23K165,P.S. 165 Ida Posner,76 LOTT AVENUE,BROOKLYN,11212,Community School MH
23,K178,23K178,P.S. 178 Saint Clair Mckelway,2163 DEAN STREET,BROOKLYN,11233,School Mental Health Specialist Program
23,K184,23K184,P.S. 184 Newport,273 NEWPORT STREET,BROOKLYN,11212,School Mental Health Specialist Program
23,K284,23K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",213 OSBORN STREET,BROOKLYN,11212,Community School MH
23,K298,23K298,P.S. 298 Dr. Betty Shabazz,85 WATKINS STREET,BROOKLYN,11212,Community School MH
23,K263,23K323,P.S./I.S. 323,210 CHESTER STREET,BROOKLYN,11212,School Mental Health Specialist Program
23,K327,23K327,P.S. 327 Dr. Rose B. English,111 BRISTOL STREET,BROOKLYN,11212,School-based Mental Health Clinic
23,K298,23K363,Brownsville Collaborative Middle School,85 WATKINS STREET,BROOKLYN,11212,School Mental Health Specialist Program
23,K055,23K493,Brooklyn Collegiate: A College Board School,2021 BERGEN STREET,BROOKLYN,11233,Community School MH
23,K175,23K514,Frederick Douglass Academy VII High School,226 BRISTOL STREET,BROOKLYN,11212,School Mental Health Specialist Program
23,K275,23K518,Kappa V (Knowledge and Power Preparatory Academy),985 ROCKAWAY AVENUE,BROOKLYN,11212,School Mental Health Specialist Program
23,K271,23K522,Mott Hall IV,1137 HERKIMER STREET,BROOKLYN,11233,School Mental Health Specialist Program
23,K271,23K644,Eagle Academy for Young Men II,1137 HERKIMER STREET,BROOKLYN,11233,School Mental Health Specialist Program
23,K073,23K664,Brooklyn Environmental Exploration School (BEES),251 MAC DOUGAL STREET,BROOKLYN,11233,School Mental Health Specialist Program
23,K183,23K668,Riverdale Avenue Middle School,76 RIVERDALE AVENUE,BROOKLYN,11212,School Mental Health Specialist Program
23,K263,23K671,Mott Hall Bridges Academy,210 CHESTER STREET,BROOKLYN,11212,School Mental Health Specialist Program
23,K175,23K697,Teachers Preparatory High School,226 BRISTOL STREET,BROOKLYN,11212,School Mental Health Specialist Program
24,Q005,24Q005,I.S. 5 - The Walter Crowley Intermediate School,50-40 JACOBUS STREET,QUEENS,11373,Prevention Intervention Program MH
24,Q049,24Q049,P.S. 049 Dorothy Bonawit Kole,63-60 80th Street,QUEENS,11379,School Mental Health Specialist Program
24,Q061,24Q061,I.S. 061 Leonardo Da Vinci,98-50 50 AVENUE,QUEENS,11368,H+H School
24,Q073,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,70-02 54 AVENUE,QUEENS,11378,Prevention Intervention Program MH
24,Q849,24Q077,I.S. 077,976 Seneca Avenue,Queens,11385,School Mental Health Specialist Program
24,Q087,24Q087,P.S./I.S. 087 Middle Village,67-54 80 STREET,QUEENS,11379,School Mental Health Specialist Program
24,Q093,24Q093,I.S. 093 Ridgewood,66-56 FOREST AVENUE,QUEENS,11385,School Mental Health Specialist Program
24,Q102,24Q102,P.S. 102 Bayview,55-24 VAN HORN STREET,QUEENS,11373,School-based Mental Health Clinic
24,Q113,24Q113,P.S./I.S. 113 Anthony J. Pranzo,78-23 87TH STREET,QUEENS,11385,School Mental Health Specialist Program
24,Q119,24Q119,P.S./I.S. 119 The Glendale,74-01 78 AVENUE,QUEENS,11385,School Mental Health Specialist Program
24,Q125,24Q125,I.S. 125 Thom J. McCann Woodside,46-02 47 AVENUE,QUEENS,11377,Prevention Intervention Program MH
24,Q247,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",69-10 65th Drive,QUEENS,11379,School Mental Health Specialist Program
24,Q199,24Q199,P.S. 199 Maurice A. Fitzgerald,39-20 48 AVENUE,QUEENS,11104,School-based Mental Health Clinic
24,Q455,24Q236,International High School for Health Sciences,48-01 90 STREET,QUEENS,11373,School-based Health Center w/ Mental Health
24,Q735,24Q264,Academy of Finance and Enterprise,30-20 THOMSON AVENUE,QUEENS,11101,School Mental Health Specialist Program
24,Q735,24Q267,High School of Applied Communication,30-20 THOMSON AVENUE,QUEENS,11101,School Mental Health Specialist Program
24,Q744,24Q293,Civic Leadership Academy,45-10 94TH STREET,QUEENS,11373,School-based Health Center w/ Mental Health
24,Q744,24Q296,Pan American International High School,45-10 94TH STREET,QUEENS,11373,Community School MH
24,Q735,24Q299,Bard High School Early College Queens,30-20 THOMSON AVENUE,QUEENS,11101,School Mental Health Specialist Program
24,Q311,24Q311,Corona Arts & Sciences Academy,98-11 44TH AVENUE,QUEENS,11368,School-based Mental Health Clinic
24,Q455,24Q455,Newtown High School,48-01 90 STREET,QUEENS,11373,School-based Health Center w/ Mental Health
24,Q485,24Q485,Grover Cleveland High School,21-27 HIMROD STREET,QUEENS,11385,Prevention Intervention Program MH
24,Q520,24Q520,Middle College High School at LaGuardia Community College,45-35 VAN DAM STREET,QUEENS,11101,School-based Mental Health Clinic
24,Q520,24Q530,International High School at LaGuardia Community College,45-35 VAN DAM STREET,QUEENS,11101,School-based Mental Health Clinic
24,Q456,24Q550,High School for Arts and Business,105-25 HORACE HARDING EXPY N,QUEENS,11368,School Mental Health Specialist Program
24,Q585,24Q585,Maspeth High School,54-40 74TH STREET,QUEENS,11373,School-based Mental Health Clinic
24,Q600,24Q600,Queens Technical High School,37-02 47 AVENUE,QUEENS,11101,Prevention Intervention Program MH
24,Q744,24Q744,VOYAGES Preparatory,45-10 94TH STREET,QUEENS,11373,School-based Health Center w/ Mental Health
25,Q025,25Q025,I.S. 025 Adrien Block,34-65 192 STREET,QUEENS,11358,School Mental Health Specialist Program
25,Q154,25Q154,P.S. 154 Queens,75-02 162 STREET,QUEENS,11366,School-based Mental Health Clinic
25,Q164,25Q164,P.S. 164 Queens Valley,138-01 77 AVENUE,QUEENS,11367,School Mental Health Specialist Program
25,Q185,25Q185,J.H.S. 185 Edward Bleeker,147-26 25 DRIVE,QUEENS,11354,School-based Mental Health Clinic
25,Q194,25Q194,J.H.S. 194 William Carr,154-60 17 AVENUE,QUEENS,11357,Prevention Intervention Program MH
25,Q200,25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,70-10 164 STREET,QUEENS,11365,School Mental Health Specialist Program
25,Q219,25Q219,P.S. 219 Paul Klapper,144-39 GRAVETT ROAD,QUEENS,11367,School Mental Health Specialist Program
25,Q237,25Q237,I.S. 237,46-21 COLDEN STREET,QUEENS,11355,School Mental Health Specialist Program
25,Q460,25Q240,Veritas Academy,35-01 UNION STREET,QUEENS,11354,School-based Mental Health Clinic
25,Q460,25Q241,Queens High School for Language Studies,35-01 UNION STREET,QUEENS,11354,School-based Mental Health Clinic
25,Q168,25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,158-40 76 ROAD,QUEENS,11366,School Response Team
25,Q168,25Q252,"Queens School of Inquiry, The",158-40 76 ROAD,QUEENS,11366,School Mental Health Specialist Program
25,Q237,25Q281,East-West School of International Studies,46-21 COLDEN STREET,QUEENS,11355,School Mental Health Specialist Program
25,Q025,25Q285,World Journalism Preparatory: A College Board School,34-65 192 STREET,QUEENS,11358,School Mental Health Specialist Program
25,Q169,25Q294,BELL Academy,18-25 212 STREET,QUEENS,11360,School Response Team
25,Q336,25Q379,College Point Collaborative,12406 14TH AVENUE,QUEENS,11356,School Mental Health Specialist Program
25,Q425,25Q425,John Bowne High School,63-25 MAIN STREET,QUEENS,11367,Prevention Intervention Program MH
25,Q460,25Q460,Flushing High School,35-01 UNION STREET,QUEENS,11354,Community School MH
25,Q499,25Q499,"The Queens College School for Math, Science and Technology",148-20 REEVES AVENUE,QUEENS,11367,School Mental Health Specialist Program
25,Q515,25Q525,Townsend Harris High School,149-11 MELBOURNE AVENUE,QUEENS,11367,School Mental Health Specialist Program
25,Q707,25Q670,Robert F. Kennedy Community High School,75-40 PARSONS BOULEVARD,QUEENS,11366,School Mental Health Specialist Program
26,Q067,26Q067,J.H.S. 067 Louis Pasteur,51-60 MARATHON PARKWAY,QUEENS,11362,School Mental Health Specialist Program
26,Q074,26Q074,J.H.S. 074 Nathaniel Hawthorne,61-15 Oceania Street,Queens,11364,School Mental Health Specialist Program
26,Q158,26Q158,M.S. 158 Marie Curie,46-35 OCEANIA STREET,QUEENS,11361,School Mental Health Specialist Program
26,Q172,26Q172,Irwin Altman Middle School 172,81-14 257 Street,Queens,11004,School Mental Health Specialist Program
26,Q178,26Q178,P.S./ IS 178 Holliswood,189-10 RADNOR ROAD,QUEENS,11423,School Mental Health Specialist Program
26,Q216,26Q216,J.H.S. 216 George J. Ryan,64-20 175 Street,Queens,11365,School Mental Health Specialist Program
26,Q266,26Q266,P.S./I.S. 266,74-10 COMMONWEALTH BOULEVARD,QUEENS,11426,School Mental Health Specialist Program
26,Q435,26Q315,Business Technology Early College High School,230-17 HILLSIDE AVENUE,QUEENS,11427,School-based Mental Health Clinic
26,Q415,26Q415,Benjamin N. Cardozo High School,57-00 223RD STREET,BAYSIDE,11364,Prevention Intervention Program MH
26,Q430,26Q430,Francis Lewis High School,58-20 UTOPIA PARKWAY,QUEENS,11365,School Mental Health Specialist Program
26,Q435,26Q435,Martin Van Buren High School,230-17 HILLSIDE AVENUE,QUEENS,11427,Community School MH
26,Q405,26Q495,Bayside High School,32-24 CORPORAL KENNEDY STREET,QUEENS,11361,School Mental Health Specialist Program
26,Q566,26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",74-20 COMMONWEALTH BLVD,QUEENS,11426,Prevention Intervention Program MH
27,Q042,27Q042,P.S./M.S 042 R. Vernam,488 BEACH 66 STREET,QUEENS,11692,Community School MH
27,Q043,27Q043,P.S. 043,160 BEACH 29 STREET,QUEENS,11691,School Mental Health Specialist Program
27,Q047,27Q047,P.S. 047 Chris Galas,9 POWER ROAD,QUEENS,11693,School Mental Health Specialist Program
27,Q053,27Q053,M.S. 053 Brian Piccolo,10-45 NAMEOKE STREET,QUEENS,11691,Community School MH
27,Q884,27Q065,P.S. 65 - The Raymond York Elementary School,103-22 99 STREET,QUEENS,11417,School-based Mental Health Clinic
27,Q104,27Q104,P.S. 104 The Bays Water,26-01 MOTT AVENUE,QUEENS,11691,School Mental Health Specialist Program
27,Q105,27Q105,P.S. 105 The Bay School,420 BEACH 51 STREET,QUEENS,11691,Prevention Intervention Program MH
27,Q106,27Q106,Lighthouse Elementary School,180 BEACH 35 STREET,QUEENS,11691,School Mental Health Specialist Program
27,Q114,27Q114,P.S./M.S. 114 Belle Harbor,134-01 CRONSTON AVENUE,QUEENS,11694,School Mental Health Specialist Program
27,Q124,27Q124,P.S. 124 Osmond A Church,129-15 150 AVENUE,QUEENS,11420,School Mental Health Specialist Program
27,Q137,27Q137,M.S. 137 America's School of Heroes,109-15 98 STREET,QUEENS,11417,Prevention Intervention Program MH
27,Q146,27Q146,P.S. 146 Howard Beach,98-01 159 AVENUE,QUEENS,11414,School Mental Health Specialist Program
27,Q183,27Q183,P.S. 183 Dr. Richard R. Green,2-45 BEACH 79 STREET,QUEENS,11693,School-based Mental Health Clinic
27,Q197,27Q197,P.S. 197 The Ocean School,825 HICKSVILLE ROAD,QUEENS,11691,Community School MH
27,Q202,27Q202,J.H.S. 202 Robert H. Goddard,138-30 LAFAYETTE STREET,QUEENS,11417,School Mental Health Specialist Program
27,Q207,27Q207,P.S. 207 Rockwood Park,159-15 88 STREET,QUEENS,11414,School Mental Health Specialist Program
27,Q210,27Q210,J.H.S. 210 Elizabeth Blackwell,93-11 101 AVENUE,QUEENS,11416,School Mental Health Specialist Program
27,Q223,27Q223,P.S. 223 Lyndon B. Johnson,125-20 SUTPHIN BOULEVARD,QUEENS,11434,School-based Health Center w/ Mental Health
27,Q226,27Q226,J.H.S. 226 Virgil I. Grissom,121-10 ROCKAWAY BOULEVARD,QUEENS,11420,School Mental Health Specialist Program
27,Q232,27Q232,P.S. 232 Lindenwood,153-23 83 STREET,QUEENS,11414,School Mental Health Specialist Program
27,Q253,27Q253,P.S. 253,1307 CENTRAL AVENUE,QUEENS,11691,School Mental Health Specialist Program
27,Q465,27Q260,Frederick Douglass Academy VI High School,8-21 BAY 25 STREET,QUEENS,11691,School-based Health Center w/ Mental Health
27,Q400,27Q261,Voyages Prep - South Queens,156-10 BAISLEY BOULEVARD,QUEENS,11434,School-based Health Center w/ Mental Health
27,Q410,27Q262,Channel View School for Research,100-00 BEACH CHANNEL DRIVE,QUEENS,11694,School-based Mental Health Clinic
27,Q465,27Q282,Knowledge and Power Preparatory Academy VI,8-21 BAY 25 STREET,QUEENS,11691,School-based Health Center w/ Mental Health
27,Q226,27Q297,Hawtree Creek Middle School,121-10 ROCKAWAY BOULEVARD,QUEENS,11420,School Mental Health Specialist Program
27,Q465,27Q302,"Queens High School for Information, Research, and Technology",8-21 BAY 25 STREET,QUEENS,11691,School-based Health Center w/ Mental Health
27,Q202,27Q308,Robert H. Goddard High School of Communication Arts and Technology,138-30 LAFAYETTE STREET,QUEENS,11417,School Mental Health Specialist Program
27,Q465,27Q309,Academy of Medical Technology: A College Board School,8-21 BAY 25 STREET,QUEENS,11691,School-based Health Center w/ Mental Health
27,Q226,27Q314,Epic High School - South,121-10 ROCKAWAY BOULEVARD,QUEENS,11420,School Mental Health Specialist Program
27,Q225,27Q317,Waterside Children's Studio School,190 BEACH 110 STREET,ROCKAWAY PARK,11694,School Mental Health Specialist Program
27,Q225,27Q318,Waterside School For Leadership,190 BEACH 110 STREET,ROCKAWAY PARK,11694,School Mental Health Specialist Program
27,Q053,27Q319,Village Academy,10-45 NAMEOKE STREET,QUEENS,11691,School-based Health Center w/ Mental Health
27,Q180,27Q323,Scholars' Academy,320 BEACH 104TH STREET,QUEENS,11694,School-based Mental Health Clinic
27,Q410,27Q324,Rockaway Park High School for Environmental Sustainability,100-00 BEACH CHANNEL DRIVE,QUEENS,11694,School-based Mental Health Clinic
27,Q198,27Q333,Goldie Maple Academy,3-65 BEACH 56 STREET,QUEENS,11692,School Mental Health Specialist Program
27,Q636,27Q334,Epic High School - North,94-25 117TH STREET,QUEENS,11419,School Mental Health Specialist Program
27,Q410,27Q351,Rockaway Collegiate High School,100-00 BEACH CHANNEL DRIVE,QUEENS,11694,Community School MH
27,Q215,27Q362,Wave Preparatory Elementary School,535 BRIAR PLACE,QUEENS,11691,School Mental Health Specialist Program
27,Q400,27Q400,August Martin High School,156-10 BAISLEY BOULEVARD,QUEENS,11434,Community School MH
27,Q475,27Q475,Richmond Hill High School,89-30 114 STREET,QUEENS,11418,Community School MH
27,Q480,27Q480,John Adams High School,101-01 ROCKAWAY BOULEVARD,QUEENS,11417,Community School MH
28,Q008,28Q008,J.H.S. 008 Richard S. Grossley,108-35 167 STREET,QUEENS,11433,Community School MH
28,Q040,28Q040,P.S. 040 Samuel Huntington,109-20 UNION HALL STREET,QUEENS,11433,School-based Mental Health Clinic
28,Q072,28Q072,Catherine & Count Basie Middle School 72,133-25 GUY R BREWER BOULEVARD,QUEENS,11434,School-based Mental Health Clinic
28,Q157,28Q157,J.H.S. 157 Stephen A. Halsey,63-55 102ND STREET,QUEENS,11374,School Mental Health Specialist Program
28,Q160,28Q160,P.S. 160 Walter Francis Bishop,109-59 INWOOD STREET,QUEENS,11435,School-based Mental Health Clinic
28,Q686,28Q167,Metropolitan Expeditionary Learning School,91-30 METROPOLITAN AVENUE,QUEENS,11375,School Mental Health Specialist Program
28,Q277,28Q182,P.S. 182 Samantha Smith,153-27 88TH AVENUE,QUEENS,11432,School Mental Health Specialist Program
28,Q190,28Q190,J.H.S. 190 Russell Sage,68-17 AUSTIN STREET,QUEENS,11375,School Mental Health Specialist Program
28,Q217,28Q217,J.H.S. 217 Robert A. Van Wyck,85-05 144 STREET,QUEENS,11435,Prevention Intervention Program MH
28,Q008,28Q284,York Early College Academy,108-35 167 STREET,QUEENS,11433,School-based Mental Health Clinic
28,Q008,28Q287,The Emerson School,108-35 167 STREET,QUEENS,11433,School-based Mental Health Clinic
28,Q470,28Q310,Queens Collegiate: A College Board School,167-01 GOTHIC DRIVE,JAMAICA,11432,Prevention Intervention Program MH
28,Q040,28Q312,Jamaica Children's School,109-20 UNION HALL STREET,QUEENS,11433,School-based Mental Health Clinic
28,Q470,28Q325,Hillside Arts & Letters Academy,167-01 GOTHIC DRIVE,JAMAICA,11432,School-based Mental Health Clinic
28,Q470,28Q328,High School for Community Leadership,167-01 GOTHIC DRIVE,JAMAICA,11432,School-based Mental Health Clinic
28,Q072,28Q332,Redwood Middle School,133-25 GUY R BREWER BOULEVARD,QUEENS,11434,School-based Mental Health Clinic
28,Q314,28Q349,The Queens School for Leadership and Excellence,88-08 164TH STREET,QUEENS,11432,School Mental Health Specialist Program
28,Q470,28Q350,Jamaica Gateway to the Sciences,167-01 GOTHIC DRIVE,JAMAICA,11432,School-based Mental Health Clinic
28,Q314,28Q358,M.S. 358,88-08 164TH STREET,QUEENS,11432,School Mental Health Specialist Program
28,Q440,28Q440,Forest Hills High School,67-01 110 STREET,QUEENS,11375,School Mental Health Specialist Program
28,Q505,28Q505,Hillcrest High School,160-05 HIGHLAND AVENUE,QUEENS,11432,School Mental Health Specialist Program
28,Q695,28Q680,Queens Gateway to Health Sciences Secondary School,160-20 GOETHALS AVENUE,QUEENS,11432,School Mental Health Specialist Program
28,Q686,28Q686,Queens Metropolitan High School,91-30 METROPOLITAN AVENUE,QUEENS,11375,School Mental Health Specialist Program
28,Q774,28Q687,Queens High School for the Sciences at York College,94-50 159 STREET,QUEENS,11433,School Mental Health Specialist Program
28,Q690,28Q690,High School for Law Enforcement and Public Safety,116-25 GUY R BREWER BOULEVARD,QUEENS,11434,School Mental Health Specialist Program
28,Q680,28Q896,"Young Women's Leadership School, Queens",150-91 87 ROAD,QUEENS,11432,School Mental Health Specialist Program
29,Q059,29Q059,I.S. 059 Springfield Gardens,132-55 RIDGEDALE STREET,QUEENS,11413,School Response Team
29,Q109,29Q109,Jean Nuzzi Intermediate School,213-10 92 AVENUE,QUEENS,11428,School Mental Health Specialist Program
29,Q116,29Q116,P.S./I.S. 116 William C. Hughley,107-25 WREN PLACE,QUEENS,11433,School Mental Health Specialist Program
29,Q138,29Q138,P.S./M.S. 138 Sunrise,251-11 WELLER AVENUE,QUEENS,11422,School Response Team
29,Q147,29Q147,P.S./M.S. 147 Ronald McNair,218-01 116 AVENUE,QUEENS,11411,School Mental Health Specialist Program
29,Q192,29Q192,I.S. 192 The Linden,109-89 204 STREET,QUEENS,11412,School-based Mental Health Clinic
26,Q208,29Q208,P.S./I.S. 208,74-30 COMMONWEALTH BLVD,QUEENS,11426,School Mental Health Specialist Program
29,Q490,29Q243,Institute for Health Professions at Cambria Heights,207- 01 116TH AVENUE,QUEENS,11411,School-based Health Center w/ Mental Health
29,Q420,29Q248,Queens Preparatory Academy,143-10 SPRINGFIELD BOULEVARD,QUEENS,11413,School-based Health Center w/ Mental Health
29,Q192,29Q259,Pathways College Preparatory School: A College Board School,109-89 204 STREET,QUEENS,11412,Prevention Intervention Program MH
29,Q420,29Q265,Excelsior Preparatory High School,143-10 SPRINGFIELD BOULEVARD,QUEENS,11413,School-based Health Center w/ Mental Health
29,Q268,29Q268,P.S./I.S. 268,92-07 175 STREET,QUEENS,11433,School Mental Health Specialist Program
29,Q270,29Q270,The Gordon Parks School,233-15 MERRICK BOULEVARD,QUEENS,11422,School Mental Health Specialist Program
29,Q420,29Q272,George Washington Carver High School for the Sciences,143-10 SPRINGFIELD BOULEVARD,QUEENS,11413,School-based Health Center w/ Mental Health
29,Q420,29Q283,Preparatory Academy for Writers: A College Board School,143-10 SPRINGFIELD BOULEVARD,QUEENS,11413,Prevention Intervention Program MH
29,Q156,29Q289,Queens United Middle School,229-02 137 AVENUE,QUEENS,11413,School Mental Health Specialist Program
29,Q263,29Q295,P.S./I.S. 295,222-14 JAMAICA AVENUE,QUEENS,11428,School Mental Health Specialist Program
29,Q490,29Q313,Benjamin Franklin High School for Finance & Information Technology,207- 01 116TH AVENUE,QUEENS,11411,School-based Health Center w/ Mental Health
29,Q799,29Q326,Cambria Heights Academy,188-04 91ST AVENUE,QUEENS,11423,School Mental Health Specialist Program
29,Q633,29Q327,Eagle Academy for Young Men III,171-10 LINDEN BOULEVARD,QUEENS,11434,School Mental Health Specialist Program
29,Q231,29Q355,Collaborative Arts Middle School,145-00 SPRINGFIELD BOULEVARD,QUEENS,11413,School Mental Health Specialist Program
29,Q231,29Q356,Community Voices Middle School,145-00 SPRINGFIELD BOULEVARD,QUEENS,11413,School Mental Health Specialist Program
29,Q490,29Q492,"Mathematics, Science Research and Technology Magnet High School",207- 01 116TH AVENUE,QUEENS,11411,School-based Health Center w/ Mental Health
29,Q490,29Q498,Humanities & Arts Magnet High School,207- 01 116TH AVENUE,QUEENS,11411,School-based Health Center w/ Mental Health
30,Q010,30Q010,I.S. 010 Horace Greeley,45-11 31ST AVE,QUEENS,11103,Prevention Intervention Program MH
30,Q076,30Q076,P.S. 076 William Hallet,36-36 10 STREET,QUEENS,11106,School-based Mental Health Clinic
30,Q868,30Q078,P.S./I.S. 78Q,48-09 CENTER BOULEVARD,QUEENS,11109,School Mental Health Specialist Program
30,Q111,30Q111,P.S. 111 Jacob Blackwell,37-15 13 STREET,QUEENS,11101,Community School MH
30,Q122,30Q122,P.S. 122 Mamie Fay,21-21 DITMARS BOULEVARD,QUEENS,11105,School Mental Health Specialist Program
30,Q126,30Q126,Albert Shanker School for Visual and Performing Arts,31-51 21 STREET,QUEENS,11106,School-based Mental Health Clinic
30,Q127,30Q127,P.S. 127 Aerospace Science Magnet School,98-01 25 AVENUE,QUEENS,11369,School Mental Health Specialist Program
30,Q141,30Q141,I.S. 141 The Steinway,37-11 21 AVENUE,QUEENS,11105,School Mental Health Specialist Program
30,Q145,30Q145,I.S. 145 Joseph Pulitzer,33-34 80 STREET,QUEENS,11372,Prevention Intervention Program MH
30,Q151,30Q151,P.S. 151 Mary D. Carter,50-05 31 AVENUE,QUEENS,11377,School-based Mental Health Clinic
30,Q166,30Q166,P.S. 166 Henry Gradstein,33-09 35 AVENUE,QUEENS,11106,School-based Mental Health Clinic
30,Q204,30Q204,I.S. 204 Oliver W. Holmes,36-41 28 STREET,QUEENS,11106,School-based Mental Health Clinic
30,Q227,30Q227,I.S. 227 Louis Armstrong,32-02 JUNCTION BOULEVARD,QUEENS,11369,School Mental Health Specialist Program
30,Q234,30Q235,Academy for New Americans,30-14 30 STREET,QUEENS,11102,School Mental Health Specialist Program
30,Q204,30Q258,Energy Tech High School,36-41 28 STREET,QUEENS,11106,School-based Mental Health Clinic
30,Q739,30Q286,"Young Women's Leadership School, Astoria",23-15 NEWTOWN AVENUE,QUEENS,11102,School Mental Health Specialist Program
30,Q404,30Q291,Hunters Point Community Middle School,1-50 51ST AVENUE,QUEENS,11101,School Mental Health Specialist Program
30,Q017,30Q300,The 30th Avenue School (G&T Citywide),28-37 29 STREET,QUEENS,11102,School Mental Health Specialist Program
30,Q445,30Q445,William Cullen Bryant High School,48-10 31 AVENUE,QUEENS,11103,Prevention Intervention Program MH
30,Q452,30Q450,Long Island City High School,14-30 BROADWAY,QUEENS,11106,Community School MH
30,Q570,30Q501,Frank Sinatra School of the Arts High School,35-12 35TH AVENUE,QUEENS,11106,School Mental Health Specialist Program
30,Q725,30Q502,Information Technology High School,21-16 44TH ROAD,QUEENS,11101,Prevention Intervention Program MH
30,Q450,30Q555,Newcomers High School,28-01 41 AVENUE,QUEENS,11101,School Mental Health Specialist Program
30,Q451,30Q575,Academy of American Studies,28-04 41 AVENUE,LONG ISLAND CITY,11101,School Mental Health Specialist Program
30,Q798,30Q580,Baccalaureate School for Global Education,34-12 36 AVENUE,QUEENS,11106,School Mental Health Specialist Program
31,R002,31R002,I.S. R002 George L. Egbert,333 MIDLAND AVENUE,STATEN ISLAND,10306,School-based Mental Health Clinic
31,R007,31R007,I.S. 007 Elias Bernstein,1270 HUGUENOT AVENUE,STATEN ISLAND,10312,School Response Team
31,R019,31R019,P.S. 019 The Curtis School,780 POST AVENUE,STATEN ISLAND,10310,School Response Team
31,R024,31R024,I.S. 024 Myra S. Barnes,750 DURANT AVENUE,STATEN ISLAND,10308,School Mental Health Specialist Program
31,R027,31R027,I.S. 027 Anning S. Prall,11 CLOVE LAKE PLACE,STATEN ISLAND,10310,School-based Mental Health Clinic
31,R049,31R028,The Eagle Academy for Young Men of Staten Island,101 WARREN STREET,STATEN ISLAND,10304,School-based Mental Health Clinic
31,R034,31R034,I.S. 034 Tottenville,528 ACADEMY AVENUE,STATEN ISLAND,10307,School Response Team
31,R044,31R044,P.S. 044 Thomas C. Brown,80 MAPLE PARKWAY,STATEN ISLAND,10303,School-based Mental Health Clinic
31,R043,31R047,CSI High School for International Studies,100 ESSEX DRIVE,STATEN ISLAND,10314,School Mental Health Specialist Program
31,R071,31R048,P.S. 048 William G. Wilcox,1050 Targee Street,STATEN ISLAND,10304,School Mental Health Specialist Program
31,R049,31R049,I.S. 49 Berta A. Dreyfus,101 WARREN STREET,STATEN ISLAND,10304,Prevention Intervention Program MH
31,R051,31R051,I.S. 051 Edwin Markham,80 WILLOWBROOK ROAD,STATEN ISLAND,10302,Prevention Intervention Program MH
31,R057,31R057,P.S. 057 Hubert H. Humphrey,140 PALMA DRIVE,STATEN ISLAND,10304,School-based Mental Health Clinic
31,R061,31R061,I.S. 061 William A Morris,445 CASTLETON AVENUE,STATEN ISLAND,10301,School Response Team
31,R043,31R063,Marsh Avenue School for Expeditionary Learning,100 ESSEX DRIVE,STATEN ISLAND,10314,School Mental Health Specialist Program
31,R043,31R064,Gaynor McCown Expeditionary Learning School,100 ESSEX DRIVE,STATEN ISLAND,10314,School Mental Health Specialist Program
31,R072,31R072,I.S. 072 Rocco Laurie,33 FERNDALE AVENUE,STATEN ISLAND,10314,School Mental Health Specialist Program
31,R075,31R075,I.S. 075 Frank D. Paulo,455 HUGUENOT AVENUE,STATEN ISLAND,10312,School Mental Health Specialist Program
31,R014,31R078,P.S. 78,35 Hill Street,Staten Island,10304,Community School MH
31,R880,31R080,The Michael J. Petrides School,715 OCEAN TERRACE,STATEN ISLAND,10301,School Mental Health Specialist Program
31,R435,31R440,New Dorp High School,465 NEW DORP LANE,STATEN ISLAND,10306,School-based Health Center w/ Mental Health
31,R445,31R445,Port Richmond High School,85 ST JOSEPHS AVENUE,STATEN ISLAND,10302,Community School MH
31,R450,31R450,Curtis High School,105 HAMILTON AVENUE,STATEN ISLAND,10301,Prevention Intervention Program MH
31,R455,31R455,Tottenville High School,100 LUTEN AVENUE,STATEN ISLAND,10312,Prevention Intervention Program MH
